player_id,feature_1_games_30d,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,test_games_7d,test_spend_7d,player_group,weight,activity_change,spend
4141315,294.0,QlI,598.0,107.0,21.0,344.0,YW5kc,cHQ,c2Ftc,2965741568.0,1.0,2.0,532.0,null,4.0,5.0,0.0,LTAzOjAw,20.0,0.0,A,1.0,-6.942857142857143,0.0
4927614,284.0,VFc,935.0,60.0,24.0,374.0,YW5kc,emg,eGlhb,2984734720.0,1.0,0.0,742.0,null,0.0,1.0,0.0,KzA4OjAw,41.0,0.0,A,1.0,-3.60952380952381,0.0
3590289,381.0,SU4,439.0,196.0,26.0,475.0,YW5kc,ZW4,aHVhd,0.0,1.0,2.0,256.0,null,9.0,7.0,55.0,KzA1OjMw,22.0,3.0,A,1.0,-9.557142857142855,0.42857142857142855
2667190,95.0,Vk4,797.0,30.0,12.0,114.0,aW9z,dmk,YXBwb,1024458752.0,1.0,2.0,332.0,null,0.0,1.0,0.0,KzA3OjAw,9.0,0.0,A,1.0,-1.8809523809523807,0.0
4834138,591.0,SU4,1147.0,104.0,31.0,795.0,YW5kc,ZW4,c2Ftc,2965585920.0,1.0,4.0,1018.0,null,8.0,9.0,0.0,KzA1OjMw,54.0,0.0,A,1.0,-11.985714285714286,0.0
645677,0.0,SlA,6.0,0.0,0.0,0.0,YW5kc,amE,ZnVqa,2966069248.0,1.0,4.0,1197.0,null,0.0,0.0,0.0,KzA5OjAw,7.0,0.0,A,1.0,1.0,0.0
4650053,412.0,VVM,660.0,42.0,31.0,570.0,aW9z,ZW4,YXBwb,0.0,1.0,18.0,1714.0,null,2.0,3.0,0.0,LTA0OjAw,45.0,0.0,A,1.0,-7.304761904761904,0.0
3786371,686.0,SU4,699.0,124.0,26.0,988.0,YW5kc,ZW4,b3Bwb,0.0,1.0,0.0,1507.0,null,12.0,10.0,14.0,KzA1OjMw,352.0,2.0,A,1.0,27.419047619047614,0.2857142857142857
1594049,213.0,VVM,223.0,114.0,5.0,248.0,aW9z,ZW4,YXBwb,0.0,1.0,1.0,120.0,null,6.0,51.0,48.0,LTA3OjAw,39.0,0.0,A,1.0,-1.5285714285714285,0.0
3536442,703.0,SU4,714.0,286.0,25.0,882.0,YW5kc,ZW4,eXU=,0.0,1.0,8.0,282.0,null,16.0,60.0,53.0,KzA1OjMw,280.0,14.0,A,1.0,16.566666666666666,2.0
2548,0.0,null,0.0,0.0,0.0,0.0,null,ZW4,null,0.0,1.0,0.0,0.0,null,0.0,0.0,0.0,null,0.0,0.0,A,1.0,0.0,0.0
4423178,329.0,RVM,1171.0,45.0,30.0,428.0,YW5kc,ZXM,eGlhb,1980203008.0,1.0,42.0,1259.0,null,7.0,7.0,7.0,KzAyOjAw,112.0,0.0,A,1.0,5.033333333333333,0.0
4696878,543.0,SU4,2283.0,112.0,30.0,760.0,YW5kc,ZW4,c2Ftc,1957011456.0,1.0,14.0,517.0,null,5.0,6.0,0.0,KzA1OjMw,164.0,8.0,A,1.0,5.328571428571426,1.1428571428571428
101370,0.0,null,0.0,0.0,0.0,0.0,null,ZW4,null,0.0,1.0,0.0,0.0,null,0.0,0.0,0.0,null,0.0,0.0,A,1.0,0.0,0.0
3899140,512.0,SU4,814.0,141.0,28.0,648.0,YW5kc,ZW4,dml2b,0.0,1.0,2.0,974.0,null,7.0,8.0,0.0,KzA1OjMw,155.0,2.0,A,1.0,5.076190476190477,0.2857142857142857
2878590,92.0,VVM,659.0,13.0,18.0,120.0,YW5kc,ZW4,c2Ftc,2808365056.0,1.0,2.0,374.0,null,1.0,2.0,0.0,LTA0OjAw,6.0,0.0,A,1.0,-2.2095238095238097,0.0
4877138,221.0,TVg,412.0,52.0,23.0,281.0,aW9z,ZXM,YXBwb,1037041664.0,1.0,0.0,1100.0,null,2.0,3.0,0.0,LTA1OjAw,80.0,0.0,A,1.0,4.061904761904763,0.0
4959927,213.0,SU4,894.0,39.0,25.0,263.0,YW5kc,ZW4,dml2b,3763343360.0,1.0,4.0,515.0,null,4.0,5.0,0.0,KzA1OjMw,32.0,0.0,A,1.0,-2.5285714285714285,0.0
2953754,140.0,VVM,691.0,37.0,20.0,169.0,aW9z,ZW4,YXBwb,2105016320.0,1.0,1.0,510.0,null,2.0,2.0,7.0,LTA0OjAw,11.0,3.0,A,1.0,-3.0952380952380962,0.42857142857142855
180768,0.0,Tkc,0.0,0.0,1.0,0.0,YW5kc,ZW4,null,0.0,1.0,0.0,0.0,null,0.0,0.0,0.0,KzAxOjAw,0.0,50.0,A,1.0,0.0,7.142857142857142
1399944,21.0,S0g,21.0,9.0,6.0,29.0,YW5kc,ZW4,aHVhd,0.0,1.0,0.0,44.0,null,11.0,72.0,56.0,KzA3OjAw,0.0,7.0,A,1.0,-0.7,1.0
462430,0.0,R0I,39.0,0.0,1.0,0.0,YW5kc,ZW4,c2Ftc,1982517248.0,1.0,12.0,33.0,null,0.0,0.0,0.0,KzAxOjAw,3.0,0.0,A,1.0,0.42857142857142855,0.0
3072505,283.0,VFI,1121.0,103.0,18.0,337.0,YW5kc,dHI,bGVub,2987892736.0,1.0,1.0,712.0,null,7.0,12.0,17.0,KzAzOjAw,1.0,0.0,A,1.0,-9.290476190476193,0.0
1977776,44.0,VFI,87.0,14.0,5.0,52.0,YW5kc,dHI,c2Ftc,1450418176.0,1.0,6.0,265.0,null,0.0,1.0,0.0,KzAzOjAw,6.0,0.0,A,1.0,-0.6095238095238095,0.0
3068781,171.0,QlI,814.0,50.0,18.0,205.0,aW9z,bmw,YXBwb,1016070144.0,1.0,12.0,1102.0,null,3.0,4.0,0.0,KzAyOjAw,51.0,2.0,A,1.0,1.5857142857142854,0.2857142857142857
2885595,169.0,UUE,310.0,52.0,19.0,374.0,aW9z,ZW4,YXBwb,3145728000.0,1.0,5.0,565.0,null,6.0,7.0,0.0,ZWdhbF9zdHJp,20.0,0.0,A,1.0,-2.7761904761904765,0.0
3268280,63.0,RlI,123.0,11.0,13.0,74.0,YW5kc,ZnI,YXJja,2006351872.0,1.0,9.0,158.0,null,1.0,1.0,0.0,KzAyOjAw,39.0,1.0,A,1.0,3.4714285714285715,0.14285714285714285
716357,0.0,SVQ,533.0,0.0,1.0,0.0,aW9z,aXQ,YXBwb,0.0,1.0,18.0,265.0,null,0.0,1.0,0.0,KzAyOjAw,2.0,0.0,A,1.0,0.2857142857142857,0.0
4722485,304.0,VVM,2049.0,31.0,30.0,537.0,YW5kc,ZW4,c2Ftc,3582435328.0,1.0,29.0,1255.0,21,17.0,126.0,134.0,LTA3OjAw,119.0,124.0,A,1.0,6.866666666666667,17.714285714285715
1216398,22.0,VVM,34.0,12.0,2.0,24.0,aW9z,ZW4,YXBwb,0.0,1.0,3.0,107.0,null,0.0,0.0,0.0,LTA1OjAw,32.0,0.0,A,1.0,3.8380952380952382,0.0
444847,0.0,QVI,0.0,0.0,1.0,0.0,YW5kc,ZXM,bW90b,0.0,1.0,0.0,0.0,null,0.0,0.0,0.0,LTAzOjAw,1.0,0.0,A,1.0,0.14285714285714285,0.0
4771484,759.0,QlI,2551.0,111.0,31.0,951.0,aHRtb,cHQ,null,0.0,1.0,2.0,1284.0,null,11.0,11.0,10.0,LTAzOjAw,211.0,4.0,A,1.0,4.842857142857142,0.5714285714285714
3471041,327.0,SVI,327.0,144.0,24.0,398.0,YW5kc,ZW4,aHVhd,0.0,1.0,0.0,189.0,null,17.0,58.0,56.0,KzA0OjMw,100.0,0.0,A,1.0,3.385714285714286,0.0
280692,0.0,null,0.0,0.0,0.0,0.0,null,ZW4,null,0.0,1.0,0.0,0.0,null,0.0,0.0,0.0,null,80.0,107.0,A,1.0,11.428571428571427,15.285714285714285
1483271,53.0,VFI,53.0,13.0,7.0,59.0,YW5kc,dHI,aHRj,0.0,1.0,4.0,610.0,null,1.0,1.0,0.0,KzAzOjAw,37.0,3.0,A,1.0,3.5190476190476185,0.42857142857142855
4798672,621.0,RVM,2069.0,103.0,31.0,1255.0,aW9z,ZXM,YXBwb,2090450944.0,1.0,0.0,481.0,null,10.0,10.0,9.0,ZWdhbF9zdHJp,107.0,0.0,A,1.0,-5.414285714285714,0.0
1371142,85.0,SU4,85.0,27.0,5.0,113.0,YW5kc,ZW4,c2Ftc,0.0,1.0,1.0,444.0,null,1.0,1.0,0.0,KzA1OjMw,125.0,5.0,A,1.0,15.023809523809526,0.7142857142857143
50024,0.0,null,0.0,0.0,0.0,0.0,null,ZW4,null,0.0,1.0,0.0,0.0,null,0.0,0.0,0.0,null,5.0,0.0,A,1.0,0.7142857142857143,0.0
540449,0.0,null,0.0,0.0,0.0,0.0,null,ZW4,null,0.0,1.0,0.0,0.0,null,0.0,0.0,0.0,null,5.0,0.0,A,1.0,0.7142857142857143,0.0
3638199,442.0,SUQ,1342.0,106.0,27.0,640.0,YW5kc,aW4,c2Ftc,964337664.0,1.0,4.0,1229.0,null,12.0,11.0,20.0,KzA3OjAw,83.0,1.0,A,1.0,-2.8761904761904753,0.14285714285714285
5169147,242.0,R0I,1019.0,43.0,28.0,306.0,YW5kc,ZW4,YW1he,927703040.0,1.0,12.0,225.0,null,3.0,3.0,7.0,KzAxOjAw,127.0,0.0,A,1.0,10.076190476190476,0.0
1468784,56.0,SU4,59.0,33.0,7.0,69.0,YW5kc,ZW4,dml2b,0.0,1.0,8.0,132.0,null,0.0,0.0,0.0,KzA1OjMw,94.0,1.0,A,1.0,11.561904761904762,0.14285714285714285
573258,0.0,null,0.0,0.0,0.0,0.0,null,ZW4,null,0.0,1.0,0.0,0.0,null,0.0,0.0,0.0,null,9.0,0.0,A,1.0,1.2857142857142858,0.0
4499406,556.0,SFU,2312.0,81.0,31.0,733.0,aW9z,aHU,YXBwb,2105016320.0,1.0,8.0,2334.0,null,4.0,4.0,7.0,KzAyOjAw,149.0,2.0,A,1.0,2.7523809523809497,0.2857142857142857
2301550,127.0,TVk,622.0,35.0,13.0,152.0,YW5kc,ZW4,eGlhb,0.0,1.0,22.0,275.0,null,1.0,2.0,0.0,KzA4OjAw,46.0,1.0,A,1.0,2.3380952380952382,0.14285714285714285
1773044,54.0,Tkc,150.0,9.0,10.0,66.0,YW5kc,ZW4,c2Ftc,2812563456.0,1.0,2.0,161.0,null,0.0,1.0,0.0,KzAxOjAw,10.0,0.0,A,1.0,-0.37142857142857133,0.0
5264836,363.0,VFI,1620.0,28.0,29.0,437.0,YW5kc,dHI,c2Ftc,1927372800.0,1.0,36.0,384.0,null,4.0,4.0,7.0,KzAzOjAw,76.0,0.0,A,1.0,-1.242857142857142,0.0
390330,0.0,null,0.0,0.0,0.0,0.0,null,ZW4,null,0.0,1.0,0.0,0.0,null,0.0,0.0,0.0,null,15.0,50.0,A,1.0,2.142857142857143,7.142857142857142
4503879,409.0,SUw,1958.0,67.0,31.0,542.0,YW5kc,aXc,c2Ftc,1439596544.0,1.0,17.0,549.0,null,4.0,5.0,0.0,KzAzOjAw,57.0,9.0,A,1.0,-5.490476190476191,1.2857142857142858
2226968,99.0,TVg,106.0,26.0,11.0,149.0,YW5kc,ZXM,bW90b,1974583296.0,1.0,0.0,152.0,null,0.0,0.0,0.0,LTA1OjAw,45.0,0.0,A,1.0,3.1285714285714286,0.0
4808737,882.0,R0I,3609.0,337.0,31.0,1091.0,YW5kc,ZW4,bW90b,916361216.0,1.0,3.0,2423.0,null,3.0,4.0,0.0,ZWdhbF9zdHJp,186.0,3.0,A,1.0,-2.8285714285714256,0.42857142857142855
4565499,199.0,R0I,1595.0,33.0,31.0,241.0,aW9z,ZW4,YXBwb,1048576000.0,1.0,13.0,1565.0,null,7.0,7.0,7.0,KzAxOjAw,35.0,0.0,A,1.0,-1.6333333333333335,0.0
3733096,99.0,SU4,1373.0,12.0,25.0,144.0,YW5kc,ZW4,c2Ftc,3922964480.0,1.0,0.0,1544.0,null,0.0,1.0,0.0,KzA1OjMw,17.0,0.0,A,1.0,-0.8714285714285714,0.0
1416044,122.0,RVM,122.0,105.0,6.0,132.0,aW9z,ZW4,YXBwb,0.0,1.0,1.0,88.0,null,7.0,51.0,35.0,KzAxOjAw,54.0,17.0,A,1.0,3.6476190476190484,2.4285714285714284
3485658,247.0,RVM,1064.0,40.0,24.0,293.0,YW5kc,ZXM,c2Ftc,1418780672.0,1.0,2.0,1668.0,null,1.0,2.0,0.0,KzAyOjAw,60.0,0.0,A,1.0,0.3380952380952387,0.0
4365578,833.0,TVg,1529.0,286.0,29.0,1545.0,aW9z,ZW4,YXBwb,3143630848.0,1.0,0.0,2451.0,null,15.0,15.0,10.0,ZWdhbF9zdHJp,286.0,22.0,A,1.0,13.090476190476188,3.1428571428571432
368373,0.0,null,0.0,0.0,0.0,0.0,null,ZW4,null,0.0,1.0,0.0,0.0,null,0.0,0.0,0.0,null,15.0,50.0,A,1.0,2.142857142857143,7.142857142857142
4442047,697.0,SU4,3215.0,80.0,30.0,935.0,YW5kc,ZW4,dml2b,943099904.0,1.0,31.0,2914.0,null,8.0,8.0,7.0,KzA1OjMw,172.0,9.0,A,1.0,1.338095238095239,1.2857142857142858
4448357,426.0,SU4,1085.0,100.0,30.0,617.0,YW5kc,ZW4,aW5mb,3014017024.0,1.0,3.0,861.0,null,14.0,13.0,14.0,KzA1OjMw,120.0,8.0,A,1.0,2.9428571428571435,1.1428571428571428
2339649,163.0,Uk8,413.0,47.0,14.0,181.0,YW5kc,cm8,aHVhd,1867751424.0,1.0,0.0,530.0,null,2.0,3.0,0.0,KzAzOjAw,17.0,0.0,A,1.0,-3.004761904761905,0.0
152453,0.0,null,0.0,0.0,0.0,0.0,null,ZW4,null,0.0,1.0,0.0,0.0,null,0.0,0.0,0.0,null,42.0,96.0,A,1.0,6.0,13.714285714285715
477540,0.0,null,0.0,0.0,0.0,0.0,null,ZW4,null,0.0,1.0,0.0,0.0,null,0.0,0.0,0.0,null,96.0,98.0,A,1.0,13.714285714285715,14.0
3384299,237.0,SU4,653.0,46.0,16.0,258.0,YW5kc,ZW4,eGlhb,1830301696.0,1.0,0.0,826.0,null,1.0,2.0,0.0,KzA1OjMw,27.0,2.0,A,1.0,-4.042857142857144,0.2857142857142857
4868966,764.0,SU4,767.0,253.0,23.0,1051.0,YW5kc,ZW4,dml2b,0.0,1.0,9.0,256.0,null,13.0,56.0,56.0,KzA1OjMw,56.0,0.0,A,1.0,-17.466666666666665,0.0
2689215,105.0,SU4,135.0,58.0,13.0,128.0,YW5kc,ZW4,eGlhb,0.0,1.0,8.0,86.0,null,4.0,53.0,10.0,KzA1OjMw,5.0,14.0,A,1.0,-2.7857142857142856,2.0
3829187,442.0,RlI,1444.0,76.0,27.0,518.0,aW9z,ZnI,YXBwb,2105016320.0,1.0,10.0,1258.0,87,7.0,6.0,19.0,KzAzOjAw,14.0,0.0,A,1.0,-12.733333333333333,0.0
3314556,290.0,SlA,445.0,80.0,14.0,333.0,aW9z,amE,YXBwb,2097152000.0,1.0,11.0,560.0,null,2.0,2.0,0.0,KzA5OjAw,15.0,0.0,A,1.0,-7.523809523809524,0.0
3856663,131.0,VVM,629.0,27.0,27.0,189.0,aW9z,ZW4,YXBwb,3137978368.0,1.0,7.0,1159.0,null,0.0,1.0,0.0,LTA3OjAw,66.0,0.0,A,1.0,5.061904761904763,0.0
5433569,480.0,RVM,2181.0,64.0,31.0,639.0,YW5kc,ZXM,YnE=,1975775232.0,1.0,15.0,1244.0,null,5.0,6.0,0.0,KzAyOjAw,116.0,2.0,A,1.0,0.571428571428573,0.2857142857142857
4663006,577.0,VVM,2435.0,35.0,31.0,781.0,YW5kc,ZW4,c2Ftc,3840655360.0,1.0,32.0,2445.0,null,5.0,6.0,0.0,LTA1OjAw,104.0,3.0,A,1.0,-4.376190476190477,0.42857142857142855
2020260,43.0,TVg,43.0,13.0,6.0,50.0,aHRtb,ZXM,null,0.0,1.0,5.0,578.0,null,1.0,1.0,0.0,LTA2OjAw,49.0,0.0,A,1.0,5.566666666666666,0.0
1903571,43.0,SU4,43.0,10.0,4.0,59.0,YW5kc,ZW4,bW90b,0.0,1.0,7.0,31.0,null,0.0,0.0,0.0,KzA1OjMw,9.0,0.0,A,1.0,-0.14761904761904754,0.0
2280291,61.0,VE4,158.0,11.0,13.0,128.0,YW5kc,ZnI,bW90b,951758848.0,1.0,2.0,549.0,null,6.0,7.0,0.0,KzAxOjAw,21.0,0.0,A,1.0,0.9666666666666668,0.0
3021811,108.0,SVQ,770.0,26.0,22.0,165.0,aW9z,aXQ,YXBwb,2920284160.0,1.0,23.0,734.0,null,3.0,4.0,0.0,KzAyOjAw,39.0,0.0,A,1.0,1.971428571428571,0.0
2754413,113.0,R0I,1147.0,23.0,15.0,143.0,YW5kc,ZW4,c2Ftc,1788813312.0,1.0,2.0,407.0,null,6.0,6.0,7.0,KzAxOjAw,36.0,0.0,A,1.0,1.3761904761904766,0.0
2216685,68.0,R0I,77.0,15.0,11.0,82.0,aW9z,ZW4,YXBwb,0.0,1.0,3.0,288.0,null,0.0,0.0,0.0,KzAxOjAw,74.0,1.0,A,1.0,8.304761904761904,0.14285714285714285
335039,0.0,null,0.0,0.0,0.0,0.0,null,ZW4,null,0.0,1.0,0.0,0.0,null,0.0,0.0,0.0,null,25.0,99.0,A,1.0,3.571428571428572,14.142857142857142
4576201,622.0,SU4,2420.0,103.0,31.0,892.0,YW5kc,ZW4,c2Ftc,2965581824.0,1.0,1.0,1029.0,null,1.0,2.0,0.0,KzA1OjMw,99.0,1.0,A,1.0,-6.590476190476192,0.14285714285714285
3817735,207.0,QVU,610.0,24.0,27.0,277.0,YW5kc,ZW4,c2Ftc,5606248448.0,1.0,37.0,501.0,null,2.0,3.0,0.0,KzEwOjAw,51.0,1.0,A,1.0,0.3857142857142852,0.14285714285714285
4738831,1303.0,WkE,2120.0,460.0,30.0,1608.0,aW9z,ZW4,YXBwb,3134193664.0,1.0,3.0,570.0,null,14.0,14.0,10.0,KzAyOjAw,271.0,3.0,A,1.0,-4.719047619047616,0.42857142857142855
402343,0.0,null,0.0,0.0,0.0,0.0,null,ZW4,null,0.0,1.0,0.0,0.0,null,1.0,50.0,0.0,null,132.0,15.0,A,1.0,18.857142857142858,2.142857142857143
3192641,209.0,Vk4,878.0,75.0,21.0,281.0,YW5kc,ZW4,bGdl,811958272.0,1.0,5.0,656.0,null,2.0,3.0,0.0,KzA3OjAw,62.0,3.0,A,1.0,1.8904761904761909,0.42857142857142855
363631,0.0,null,0.0,0.0,0.0,0.0,null,ZW4,null,0.0,1.0,0.0,0.0,null,0.0,0.0,0.0,null,0.0,0.0,A,1.0,0.0,0.0
3409003,181.0,Q08,447.0,48.0,17.0,224.0,aHRtb,ZXM,null,83886080.0,1.0,5.0,1360.0,null,3.0,4.0,0.0,LTA1OjAw,56.0,0.0,A,1.0,1.9666666666666668,0.0
4020899,513.0,QlI,2314.0,52.0,30.0,688.0,YW5kc,cHQ,c2Ftc,2948714496.0,1.0,26.0,2845.0,null,1.0,4.0,0.0,LTAyOjAw,156.0,34.0,A,1.0,5.185714285714283,4.857142857142857
822721,3.0,VVM,3.0,2.0,2.0,3.0,YW5kc,ZW4,c2Ftc,0.0,1.0,0.0,41.0,null,3.0,50.0,45.0,ZWdhbF9zdHJp,5.0,9.0,A,1.0,0.6142857142857143,1.2857142857142858
954871,2.0,U0E,3.0,0.0,2.0,2.0,aW9z,ZW4,null,0.0,1.0,0.0,345.0,null,0.0,0.0,0.0,KzAzOjAw,0.0,0.0,A,1.0,-0.06666666666666668,0.0
3842226,297.0,SVQ,732.0,61.0,27.0,338.0,aW9z,aXQ,YXBwb,1034944512.0,1.0,4.0,1217.0,null,1.0,2.0,0.0,KzAyOjAw,74.0,2.0,A,1.0,0.6714285714285708,0.2857142857142857
2738803,179.0,VVM,179.0,106.0,14.0,215.0,aW9z,ZW4,YXBwb,0.0,1.0,7.0,98.0,null,10.0,52.0,49.0,LTA1OjAw,2.0,0.0,A,1.0,-5.680952380952381,0.0
1401401,12.0,U0c,265.0,8.0,6.0,21.0,aW9z,ZW4,YXBwb,1034944512.0,1.0,1.0,315.0,null,0.0,0.0,0.0,KzA4OjAw,0.0,0.0,A,1.0,-0.4,0.0
